title,artist,year,genre,composer,file_path,Artista encontrado,Titulo encontrado,Numero de coincidencias,Hay coincidencia preferida,No hay coincidencia preferida,Coincidencia perfecta
Patetico ++,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\PUGLIESE\PUGLIESE       PATETICO ++.mp3,True,True,1,False,True,False
Pelele  -  Pugli  -  12-06-1945,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\Osvaldo Pugliese-Pelele  -  Pugli  -  12-06-1945.mp3,True,True,3,False,True,False
Picaneao - Osvaldo Pugliese & Juan Carlos Cobos (05-01-1954)- De Baldi Y Cadicamo,Osvaldo Pugliese,1954-01-05,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1953 - 1954 - Todas sus grabaciones\11-picaneao - osvaldo pugliese & juan carlos cobos (05-01-1954)- de Baldi y cadicamo.mp3,True,True,4,False,True,False
Por Unos Ojos Negros- Abel Cordoba - De Dames Y Sanguinetti - 1986,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1984 - 1985 - 1986\14- por unos ojos negros- abel cordoba - de dames y sanguinetti - 1986.mp3,True,True,6,False,True,False
porque No Has Venido-Maffia-Julio Navarrine- 3-12-45,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1945 - Todas sus grabaciones\17- osvaldo pugliese - alberto moran-porque no has venido-Maffia-Julio Navarrine- 3-12-45.mp3,True,True,3,False,True,False
"Preguntas Para Mi Viejo, De Penón Y Hector Negro - 1984",Osvaldo Pugliese,,tango,,"D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1984 - 1985 - 1986\01- osvaldo pugliese & abel cordoba - preguntas para mi viejo, de penón y hector negro - 1984.mp3",True,True,5,False,True,False
"Puentecito De Mi Rio -Benitez, Tormo Y Luna-1944",Osvaldo Pugliese,,tango,,"D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1943 - 1944 - Todas sus grabaciones\21-osvaldo pugliese - roberto chanel - puentecito de mi rio -benitez, tormo y luna-1944.mp3",True,True,1,False,True,False
Pugliese & Adrian Guida - Calor De Hogar - De Fernandez Blanco Y Carrero - 1985,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1984 - 1985 - 1986\07-pugliese & adrian guida - calor de hogar - de fernandez blanco y carrero - 1985.mp3,True,True,1,False,True,False
Raza Criolla (El Taita),Osvaldo Pugliese,1945-01-25,tango,Musica: Salvador Grupillo,D:\Dropbox\TDJ\MUSICA\Eduardo\4\Raza Criolla (El Taita).mp3,True,True,1,False,True,True
Raza Criolla [El Taita]-Grupillo-1945,Osvaldo Pugliese,1945,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1947 - Todas sus grabaciones\0 - PUGLIESE ins\02-raza criolla [el taita]-instrumental-Grupillo-1945.mp3,True,True,1,False,True,False
