 BPM, POPULARITY,AUTHOR,AUTHOR (2),COMPOSER,DATE,DIRECTOR,LYRICS,ORCHESTRA,SINGER,SOLOIST,TITLE,URL
,,Homero Manzi,,Antonio Sureda,1948-07-22,,"Por la huella solitaria
Mi carreta y mi canción,
Y en el cielo nubes blancas
Como copos de algodón.
Vendrá la luz azul
Del amanecer,
Y buscaré tu amor
Sin saber por qué.
Y entrará a llover
Y andaremos,
Bajo el agua
La carreta y un querer.

Dónde irás mi Sol
Dónde irás Lunar,
Sin cargar dolor
Sin llevar pesar.
Sin tu mala estrella
Sin tu padecer,
Sin pensar en ella
Que llegó y se fue...
Dónde irás. Me voy
Para ser feliz,
Si al llegar nomás
Tendrás que partir.",Rodolfo BIAGI,Carlos Saavedra,,Por la huella (MILONGA),https://www.el-recodo.com/music?id=00035&lang=en
,,,,Roberto Firpo,1939-09-18,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Rodolfo BIAGI,Instrumental,,El rápido (TANGO),https://www.el-recodo.com/music?id=00036&lang=en
,,Miguel Osés,,Jesus Ventura,1950-04-13,,"Yo te he visto pasar por la acera
con un gesto de desolación
y al cruzar no miraste siquiera,
que entendía tu desilusión.
Te ha dejado, lo sé, la malvada
y al calor de otros ojos se va;
ya lo ves cómo no queda nada
de ese amor que matándote está.

Volvé, jamás otras manos
cual las de tu mujercita
harán por la tardecita
los mates que cebo yo.
Que en su espuma te contaba
que además de su dulzura
allí estaba la ternura
de aquella que lo cebó.

Y por mucho que te quieran
siempre serán artificios,
nadie hará los sacrificios
que hizo por vos tu mujer.
En mis noches de vigilia
acongojada no duermo
sabiendo que estás enfermo
sin poderte socorrer.

Allá en la noche callada
te veo triste y burlado
por aquella que ha llevado
mi vida y mi corazón.
Volvé que aquí has de olvidarla,
mi pecho siempre te espera,
ya sabrá tu compañera
cicatrizar tu pasión.",Rodolfo BIAGI,Instrumental,,A la gran muñeca (TANGO),https://www.el-recodo.com/music?id=00037&lang=en
,,Carlos Bahr,,Roberto Garza,1944-05-30,,"En el blando lecho que tiende el silencio,
recuestan su grave cansancio las horas.
Y duerme la noche mecida en el viento
que pasa volcando su carga de aromas.
A ratos, mezclado al rumor de la tropa
que cruza añorando blanduras de sueño,
la voz del camino se escucha muy honda
latiendo en el grito que lanza el tropero.

¡Huija... oh... oh...!
Chasquear de coscojos, sonar de cencerros,
rumor de los cascos batiendo en el suelo,
con sordo sonido que engulle el silencio.
Paisaje de estrellas, olor de poleo,
y allá donde corta la noche el sendero,
las sombras confunden la pampa y el cielo.

Cumpliendo el tropero su afán de horizonte
se hamaca en el blando vaivén de la marcha.
Y hundido en el manso sopor de la noche,
sus ojos se duermen buscando distancia.
Rompiendo el espeso algodón de las sombras
va lerda la tropa turbando el sosiego.
A ratos horada el silencio la honda
canción del camino que lanza el tropero.
¡Huija... oh... oh...!",Rodolfo BIAGI,Carlos Acuña,,Sosiego en la noche (TANGO),https://www.el-recodo.com/music?id=00038&lang=en
,,,,Víctor Schertzinger,1941-12-03,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Rodolfo BIAGI,Instrumental,,Marcheta (Marquita) (VALS),https://www.el-recodo.com/music?id=00039&lang=en
,,Horacio Sanguinetti,,Oscar Sabino y M. Rocha,1945-09-06,,"Hoy, he querido evocar
Mis amores de ayer
Y me he puesto a llorar.
Hoy, con mis pobres recuerdos en gris
Voy, como un ciego a un lejano país.
¿Quién me dirá dónde están?
Las mujeres que amé
Y jamás olvidé.

Tú... mi bohemia Mimí...
Tú... mi divina Beatriz...
Y tú también
Mi romántica Inés,
Que eras pálida flor
Y te fuiste después.
¿Quién me dirá dónde están?
Hoy, mis amores de ayer.

Hoy, nadie escucha mi voz
Estoy lejos del amor
Y estoy cerca de Dios.
Hoy, no responden a mi corazón
Hoy, tengo nieve de Tiempo y Dolor.
¿Quién me dirá dónde están?
Las mujeres que amé
Y jamás olvidé.",Rodolfo BIAGI,Alberto Amor,,Mis amores de ayer (TANGO),https://www.el-recodo.com/music?id=00040&lang=en
,,,,Vicente Greco,1940-04-12,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Rodolfo BIAGI,Instrumental,,El estribo (TANGO),https://www.el-recodo.com/music?id=00041&lang=en
,,Carlos Bahr,,Enrique Munné,1958-09-09,,"Sé que aunque este amor es imposible,
Es divina la razón
Que a este amor inspiró.
Y algo hay en mi credo que me dice
Que no es vana la ilusión
De estar juntos los dos.

Mas quiero que suceda en esta vida,
Aquí, donde el milagro es el amor,
Aquí, donde mis sueños necesitan
El calor de tu sonrisa y el arrullo de tu voz.
Quiero que suceda en esta vida
Esta vida que nos dio, este amor a los dos.

Amor, te necesito ahora
Ahora que latiendo estoy,
Ahora que la sed me acosa
Con las ansias locas
De la tentación.
Ahora que mi boca besa
Y está viva mi emoción,
Ahora que en mis manos queman
Tus caricias, la pasión.
Ahora que el fervor te reza,
Pero aquí en la tierra
Su canción de amor.",Rodolfo BIAGI,Hugo Duval,,Aquí en la tierra (TANGO),https://www.el-recodo.com/music?id=00042&lang=en
,,Manuel Romero,,Enrique Delfino,1940-07-16,,"Guapo y varón,
y entre la gente de avería,
patrón,
por tu coraje y sangre fría...
Impone obediencia
tu sola presencia,
en toda ocasión...
Pero yo se que el puñal de unos ojos oscuros,
ojos cándidos y puros,
se clavó en tu corazón...

Y hoy llorás, malevo fuerte,
vos que nunca lagrimeaste
ni aflojaste ante la muerte;
suplicás una mirada,
vos que siempre te copaste
sin permiso la parada.
Ya de audaz no hacés alarde,
pues te duele la rodada
y aprendiste un poco tarde,
que el guapo se vuelve cobarde
y no vale prepotencia cuando talla la pasión.

Me has confesao,
por el vapor de la bebida
mareao,
que no te importa ya la vida
y que antes de verla
con otro y perderla
quisieras morir...
Y al recordar que la ingrata burló tu cariño
sollozabas como un niño
que aprendió lo que es sufrir.",Rodolfo BIAGI,Jorge Ortiz,,Guapo y varón (TANGO),https://www.el-recodo.com/music?id=00043&lang=en
,,Horacio Sanguinetti,,Juan José Guichandut,1945-02-06,,"A mi linda serranita
que se llama Margarita,
yo la llamo palomita
porque es fiel en el amor.
Y a las ocho de la noche
cuando ya la luna asoma,
yo le canto a mi paloma
con la voz del corazón.

¡Paloma!
Casate conmigo,
¡si vieras el nido
que tengo escondido
cerquita de Dios!...
¡Paloma!
Yo tengo en la sierra
un rancho de piedra
que en toda la tierra
Seguro no hay dos.

Una noche y mil estrellas
En sus bellos ojos guarda,
y en sus negras trenzas largas
se ha trenzado mi pasión.
Mi guitarra canta sola
cuando espero a mi paloma,
y en el valle y en la loma
ya conocen mi canción.",Rodolfo BIAGI,Alberto Amor,,Paloma (VALS),https://www.el-recodo.com/music?id=00044&lang=en
,,Enrique Cadícamo,Carlos Sánchez,Mabel Wayne,1956-08-28,,"Sueña muchacha con ese amor
que en tu corazón
se vino a ocultar...
Sueña muchacha con el dolor
que quiere asaltar
tu belleza en flor.

¡Ramona!,
si sientes en tu corazón
las suaves caricias
de una gran pasión,
entorna tus ojos
y entre tules deja flotar
las rosas fragantes
primaveras de tu ilusión.

¡Ramona!,
tus labios sienten palpitar
arpegios sublimes
de un dulce besar...
¡Ramona!,
teje la malla de tu suspirar,
que es dulce,
muy dulce, soñar...

Sueña muchacha con ese amor
que en tu corazón
se vino a ocultar...
Sueña muchacha con el dolor
que quiere asaltar
tu belleza en flor.

¡Ramona!,
yo sé que un día has de lograr
los sueños azules
que hoy ves aletear...
¡Ramona!
¡Ah... Ramona!
si pudiera yo, como tú,
hacer de mis años
gratos sueños de juventud...

Es triste,
la vida pasa y se va,
como una caricia
que se ve esfumar.
¡Ramona!,
a la ventana de tu ensonación,
Ramona...
¡tu príncipe irá!",Rodolfo BIAGI,Hugo Duval,,Ramona (VALS),https://www.el-recodo.com/music?id=00045&lang=en
,,Juan Andrés Caruso,,Juan Maglio y José Servidio,1940-03-14,,"Chacarera, chacarera.
Chacarera de mi amor,
si te pido que me quieras
no me contestes que no.
Chacarera, chacarera,
no me hagas más sufrir,
si querés tanto a la vida,
Quereme un poquito a mi.

Chacarerita, chacarerita
que por los campos vas vaporosa,
chacarerita de ojos de fuego
de labios frescos como una rosa,
chacarerita tan linda y graciosa,
que en busca de flores al campo te vas,
chacarerita tu linda boquita,
tu linda boquita quisiera besar.

Chacarerita que vas
Siempre sutil,
siempre gentil
y simpática.
Chacarerita que estás
llena de amor,
como una flor
enigmática.
Mi linda chacarerita
tené de mi compasión,
pues nadie podrá adorarte
tanto, tanto como te adoro yo.

Chacarera, chacarera.
Chacarera buena moza,
que vas siempre entre las flores
igual que una mariposa.
Chacarera, chacarera.
No me hagas más sufrir,
si querés tanto a la vida,
quereme un poquito a mi.

Chacarerita, chacarerita,
chacarerita me tenés loco,
chacarerita no seas tan mala
chacarerita quereme un poco.
Chacarerita tan linda y graciosa,
que en busca de flores al campo te vas,
chacarerita tu linda boquita
tu linda boquita dejame besar.",Rodolfo BIAGI,Andrés Falgás,,La chacarera (TANGO),https://www.el-recodo.com/music?id=00046&lang=en
,,Horacio Sanguinetti,,José Dames,1944-05-09,,"He llegado hasta tu casa...
¡Yo no sé cómo he podido!
Si me han dicho que no estás,
que ya nunca volverás...
¡Si me han dicho que te has ido!
¡Cuánta nieve hay en mi alma!
¡Qué silencio hay en tu puerta!
Al llegar hasta el umbral,
un candado de dolor
me detuvo el corazón.

Nada, nada queda en tu casa natal...
Sólo telarañas que teje el yuyal.
El rosal tampoco existe
y es seguro que se ha muerto al irte tú...
¡Todo es una cruz!
Nada, nada más que tristeza y quietud.
Nadie que me diga si vives aún...
¿Dónde estás, para decirte
que hoy he vuelto arrepentido a buscar tu amor?

Ya me alejo de tu casa
y me voy ya ni sé donde...
Sin querer te digo adiós
y hasta el eco de tu voz
de la nada me responde.
En la cruz de tu candado
por tu pena yo he rezado
y ha rodado en tu portón
una lágrima hecha flor
de mi pobre corazón.",Rodolfo BIAGI,Alberto Amor,,Nada (TANGO),https://www.el-recodo.com/music?id=00047&lang=en
,,Ricardo Duggan,,Juan Antonio Migliore,1944-05-09,,"Te miré partir sin sollozar
Abominando la emoción
Que sentí al separarnos.
Presentí la angustia de la ausencia
Tuve mucho miedo de estar solo.
Qué triste es ver partir
A quien se sabe amar,
Pensando que tal vez
Nunca sabremos su regreso.
Te miré partir sin sollozar
Abominando la emoción
Te dije adiós y me alejé.

Tu voz...
Trajo tanta ensoñación
A mi vida ya sin luz,
Que creí que nunca, nunca
Marcharías de mi lado.
No fue el miedo de perderte
Que me dio tanta tristeza.
Tu voz...
Es tu voz que ya jamás,
A mi lado escucharé
Conjugando el verbo amar.",Rodolfo BIAGI,Carlos Acuña,,Tu voz (TANGO),https://www.el-recodo.com/music?id=00048&lang=en
,,,,,1946-01-18,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Rodolfo BIAGI,Alberto Amor,,Aroma De Amor (VALS),https://www.el-recodo.com/music?id=00049&lang=en
,,Ivo Pelay,,Francisco Canaro,1940-06-19,,"Desterrado de un amor...
Peregrino de un querer...
Fugitivo de tus ojos,
sólo sueño con volver
y mis noches se despueblan
y de brumas es mi amanecer.

De tu amor soy un cautivo
porque en mí todo te nombra;
desde el mar que brama altivo
hasta el valle, que furtivo,
de tu amor me habla en la sombra.
Al cantar, te nombra el ave...
Al morir, te nombra el día...
Y al pasar, el aire suave
ecos trae de lejanía
que te nombran sin cesar...

Que me puedas olvidar
mientras sólo pienso en ti,
que me niegues el cariño
mientras tengo tu alma en mí,
son las dudas que me envuelven
desde el día que te conocí.",Rodolfo BIAGI,Jorge Ortiz,,Todo te nombra (TANGO),https://www.el-recodo.com/music?id=00050&lang=en
,,Alfredo Navarrine,,Roberto Fugazot,1943-04-29,,"Viejo barrio de mi ensueño,
el de ranchitos iguales,
como a vos los vendavales
a mí me azotó el dolor.
Hoy te encuentro envejecido
pero siempre tan risueño,
barrio lindo. .. Y yo qué soy...
Treinta años y mirá,
mirá que viejo estoy...

Mi barrio reo,
mi viejo amor,
oye el gorjeo,
soy tu cantor.
Escucha el ruego
del ruiseñor
que, hoy que está ciego,
canta mejor.
Busqué fortuna
y hallé un crisol;
plata de luna
y oro de sol.
Calor de nido
vengo a buscar...
Estoy rendido
de tanto amar.

Barrio reo, campo abierto
de mis primeras andanzas,
en mi libro de esperanza
sos la página mejor.
Fuiste cuna y serás tumba
de mis líricas tristezas...
Vos le diste a tu cantor
el alma de un zorzal
que se murió de amor.",Rodolfo BIAGI,Carlos Acuña,,Barrio reo (TANGO),https://www.el-recodo.com/music?id=00051&lang=en
,,Oscar Rubens,,Héctor Stamponi,1955-11-04,,"Cuando anoche yo la vi con otro
fue tan enorme mi sufrimiento,
que no supe lo que hacer,
llorar o comprender,
que acaso nunca me has querido.
Ocultándome, doblé la esquina,
y en mi tristeza pensé en locuras.
Sólo ansiaba nuevamente verla
y gritarle mi rencor
por su traición.

Y hoy, que la tengo en mis brazos
besándome como siempre,
al ver que miente otra vez
que miente como ayer, callé.
Es que no puedo, ¡la quiero!
Y, aunque me engañe, prefiero
seguir viviendo esta comedia
ante el miedo de perderla y enloquecer.

Y sentí que el corazón lloraba,
avergonzado de ser tan flojo.
Y sentí dentro de mí
deseos de partir
y ahogar mi voz que fue cobarde.
Pero nada al corazón detiene,
cuando se quiere como la quiero.
Y las ansias de gritar
quedaba en mi garganta sin brotar
ante el amor.",Rodolfo BIAGI,Hugo Duval,,Triste comedia (TANGO),https://www.el-recodo.com/music?id=00052&lang=en
,,Cátulo Castillo,,Egidio Pittaluga,1943-08-24,,"Hoy que regresas,
tu silbato y el invierno
llama con voces sigilosas al ayer,
tendré encendida la luz de tu recuerdo
y desde el último andén te llamaré.
¡Bajate aquí!... bebe esta copa de ternura
que entre tu ausencia y mi locura corre el tren.

Corre el tren peregrino,
por el viejo camino,
más allá del dolor,
más allá de tu amor,
más allá del destino.
Corre el tren peregrino
por el largo camino,
y en un sueño lejano
vendrás a mi mano
llenando el andén.

Será lo mismo, puede ser, pero en las cosas
hay una triste sensación de no sé qué.
Las mismas lluvias de ayer, no dan más rosas.
Los mismos cielos de ayer, no dan más fe.
¡Adiós... te vas!... Queda el saludo del pañuelo
con que agitabas tu desvelo, desde el tren.",Rodolfo BIAGI,Carlos Acuña,,Adiós te vas (TANGO),https://www.el-recodo.com/music?id=00053&lang=en
,,,,Adolfo Rosquellas,1939-07-13,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Rodolfo BIAGI,Instrumental,,Pura clase (TANGO),https://www.el-recodo.com/music?id=00054&lang=en
,,,,,1946-07-10,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Rodolfo BIAGI,Alberto Amor,,Lucienne (TANGO),https://www.el-recodo.com/music?id=00055&lang=en
,,Enrique Cadícamo,,Enrique Delfino,1955-11-04,,"Santa milonguita...
tenía los ojos,
tan grandes y claros,
que hacían suspirar...
Sus labios pecaban,
de breves y rojos,
y era su mirada,
color verde mar.
Ella que fue siempre,
festín y alegría,
que en juego de copas,
se hartó de champán...
Tuvo un bello arranque,
de sensiblería,
y quiso ser buena,
buena como el pan...

Redimida...
por la pasión de un nuevo dueño,
mirando el cielo de su vida,
encontró más encendida,
la estrellita de sueños...
Pero un día...
cuando el amor más los ataba,
golpeó a sus puertas rudamente,
la miseria y... crudamente,
del amor la separó.

Santa Milonguita,
bandeada de pena,
por ley del arroyo,
volvió al cabaret...
No tuvo la suerte,
de la Magdalena,
que con cuatro llantos
volvió a ser mujer.
Todas las amigas,
la historia escuchaban,
de aquella muchacha,
que quiso soñar...
Y al final del cuento,
vieron que lloraban,
sus ojos aquellos,
color verde mar.",Rodolfo BIAGI,Hugo Duval,,Santa Milonguita (TANGO),https://www.el-recodo.com/music?id=00056&lang=en
,,,,Roberto Firpo,1941-10-21,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Rodolfo BIAGI,Instrumental,,Didí (TANGO),https://www.el-recodo.com/music?id=00057&lang=en
,,Carlos Bahr,,Rodolfo Biagi,1958-09-09,,"Como en un cuento
de magia y encanto,
historia feliz de amor,
en que hay un hada
que a un triste le da
la gracia sin par
de la eterna ilusión.

Del encantado país
de mis sueños,
un hada hasta mí llegó
y con su mágica vara
en mi pecho prendió el amor...

En mi corazón abrió
una flor la primavera,
cálida flor de pasión,
que de tu encanto nació.
Y mi corazón se engalanó
con su belleza
y hay, desde entonces,
aromas de amor en mi corazón...",Rodolfo BIAGI,Hugo Duval,,Como en un cuento (VALS),https://www.el-recodo.com/music?id=00058&lang=en
,,Venancio Clauso,,Ángel Juan Welles,1943-01-15,,"Señor de los buenos, Señor de los tristes
Que por noble y bueno estás en la cruz,
Tú que por los hombres, la sangre vertiste
Desciende a la tierra, derrama tu luz...

No oirás a los hombres hablar de otra cosa
Que de hambre, de guerra, de pólvora y gas,
El odio se viste de frases hermosas
Y va agazapada, la muerte detrás...

Señor, por las almas de todos los hombres
Que hallaron la muerte sin irla a buscar,
Y hoy duermen su sueño, sin cruz y sin nombre
En tanto que el hambre, se ensaña en su hogar...

Señor, haz que cese la guerra maldita
Se abracen los hombres y no luchen más,
Y haz con tu divina piedad infinita
De cada trinchera un templo de paz...

Por todas las madres enfermas de ausencia
Y por las privadas de todo sostén,
Despierta a los hombres, alumbra conciencias
Y harás que se apaguen los odios... Amén...",Rodolfo BIAGI,Jorge Ortiz,,Señor señor (TANGO),https://www.el-recodo.com/music?id=00059&lang=en
,,José Rótulo,,Manuel Sucher,1944-08-11,,"Hace su nido el hornero
a lo largo del camino,
por sostén teniendo un poste,
el motivo es el amor.
Y si manos traicioneras
le destruyen el abrigo,
al otro día, contento,
levanta un nido mejor.

Yo también, como el hornero,
tuve mi abrigo.
Y la mano del destino
lo destruyó.
Al igual que el pajarito,
quedé sin nido,
agobiado por la pena
de mi dolor.

No ha de ser mi noche larga,
tal vez brille en mi sendero,
una estrella de esperanza
con un rayo de ilusión.
Y algún día en mi camino,
al igual que el pobre hornero,
he de hallar un pecho amigo
que me de su corazón.",Rodolfo BIAGI,Alberto Amor,,Como el hornero (TANGO),https://www.el-recodo.com/music?id=00060&lang=en
,,Lito Bayardo,,Lito Bayardo,1946-04-17,,"Cuando tuve que enfrentarme
mano a mano con la vida,
cuando me encontré en la senda
de mi incierto porvenir,
compreendí que estaba solo
para iniciar la partida,
sin más chance que mis ansias
de triunfar o sucumbir.

Y después cuando mis padres
me besaron en la frente,
y lloraran por el hijo
a quien nunca vieron más,
me alejé por esos mundos
a luchar serenamente,
y aguantando mil reveses
al final pude llegar.

Hoy no pueden convencerme
las cuatro lágrimas tuyas,
si sos muñeca moderna,
y yo con eso no estoy.
¿Para qué vivir la vida
con tantas complicaciones?
Estoy bien con mis amigos
en este ambiente sencillo,
y soy feliz como soy.

Y al correr de muchos años
el amor me dio un cariño,
una dulce compañera
que mis penas compartió.
Y cuando se dio la buena,
y pude llenarla de oro,
en un viaje sin retorno
un ángel me la llevó.",Rodolfo BIAGI,Alberto Amor,,Cuatro lágrimas (TANGO),https://www.el-recodo.com/music?id=00061&lang=en
